section,Section/ station,Line,Otheraffectedlines,From,To,Duration
TPJ-VM,TLNR-VRI,DN,NULL,8:50,12:00,3:10
TPJ-VM,VRI-PVN,DN,NULL,8:45,11:45,3:00
TPJ-VM,PVN-ULU,DN,NULL,8:40,11:40,3:00
TPJ-VM,ULU-PRKL,DN,NULL,8:35,11:35,3:00
TPJ-VM,PRKL-TVNL,DN,NULL,8:30,11:30,3:00
TPJ-VM,TVNL-KDMD,DN,NULL,8:25,11:25,3:00
TPJ-VM,KDMD-VM,DN,NULL,8:15,11:15,3:00
TPJ-VM,TPJ-YD,DN,NULL,10:30,13:30,3:00
TPJ-VM,GOC-YD,DN,NULL,10:20,13:25,3:05
TPJ-VM,SRGM-YD,DN,NULL,10:10,13:15,3:05
TPJ-VM,VLDE-YD,DN,NULL,10:05,13:10,3:05
TPJ-VM,LLI-YD,DN,NULL,10:00,13:05,3:05
TPJ-VM,PMB-YD,DN,NULL,9:55,13:00,3:05
TPJ-VM,KKPM-YD,DN,NULL,9:45,12:50,3:05
TPJ-VM,KLGM-YD,DN,NULL,9:40,12:45,3:05
TPJ-VM,SLTH-YD,DN,NULL,9:35,12:40,3:05
TPJ-VM,ALU-YD,DN,NULL,9:30,12:35,3:05
TPJ-VM,OTK-YD,DN,NULL,9:25,12:30,3:05
TPJ-VM,SNDI-YD,DN,NULL,9:20,12:25,3:05
TPJ-VM,MTUR-YD,DN,NULL,9:15,12:20,3:05
TPJ-VM,ICG-YD,DN,NULL,9:05,12:10,3:05
TPJ-VM,TLNR-YD,DN,NULL,8:50,12:00,3:10
TPJ-VM,VRI-YD,DN,NULL,8:45,11:45,3:00
TPJ-VM,PVN-YD,DN,NULL,8:40,11:40,3:00
TPJ-VM,ULU-YD,DN,NULL,8:35,11:35,3:00
TPJ-VM,PRKL-YD,DN,NULL,8:30,11:30,3:00
TPJ-VM,TVNL-YD,DN,NULL,8:25,11:25,3:00
TPJ-VM,KDMD-YD,DN,NULL,8:15,11:15,3:00
TPJ-VM,VM-YD,DN,NULL,8:15,11:15,3:00
TPJ-VM,TPJ-GOC,UP,NULL,10:00,13:00,3:00
TPJ-VM,GOC-TPTN,UP,NULL,10:05,13:05,3:00
TPJ-VM,SRGM-VLDE,UP,NULL,10:10,13:10,3:00
TPJ-VM,VLDE-LLI,UP,NULL,10:15,13:15,3:00
TPJ-VM,LLI-PMB,UP,NULL,10:30,13:30,3:00
TPJ-VM,PMB-KKPM,UP,NULL,10:35,13:35,3:00
TPJ-VM,KKPM-KLGM,UP,NULL,10:40,13:40,3:00
TPJ-VM,KLGM-SLTH,UP,NULL,10:45,13:45,3:00
TPJ-VM,SLTH-ALU,UP,NULL,10:50,13:50,3:00
TPJ-VM,ALU-OTK,UP,NULL,10:55,13:55,3:00
TPJ-VM,OTK-SNDI,UP,NULL,11:00,14:00,3:00
TPJ-VM,SNDI-MTUR,UP,NULL,11:05,14:05,3:00
TPJ-VM,MTUR-ICG ,UP,NULL,11:10,14:10,3:00
TPJ-VM,ICG-TLNR,UP,NULL,11:20,14:20,3:00
TPJ-VM,TLNR-VRI,UP,NULL,11:30,14:30,3:00
TPJ-VM,VRI-PVN,UP,NULL,11:35,14:35,3:00
TPJ-VM,PVN-ULU,UP,NULL,11:40,14:40,3:00
TPJ-VM,ULU-PRKL,UP,NULL,11:45,14:45,3:00
TPJ-VM,PRKL-TVNL,UP,NULL,11:50,14:50,3:00
TPJ-VM,TVNL-KDMD,UP,NULL,11:55,14:55,3:00
TPJ-VM,KDMD-VM,UP,NULL,12:00,15:00,3:00
TPJ-VM,TPJ-YD,UP,NULL,10:00,13:00,3:00
TPJ-VM,GOC-YD,UP,NULL,10:05,13:05,3:00
TPJ-VM,SRGM-YD,UP,NULL,10:10,13:10,3:00
TPJ-VM,VLDE-YD,UP,NULL,10:15,13:15,3:00
TPJ-VM,LLI-YD,UP,NULL,10:30,13:30,3:00
TPJ-VM,PMB-YD,UP,NULL,10:35,13:35,3:00
TPJ-VM,KKPM-YD,UP,NULL,10:40,13:40,3:00
TPJ-VM,KLGM-YD,UP,NULL,10:45,13:45,3:00
TPJ-VM,SLTH-YD,UP,NULL,10:50,13:50,3:00
TPJ-VM,ALU-YD,UP,NULL,10:55,13:55,3:00
TPJ-VM,OTK-YD,UP,NULL,11:00,14:00,3:00
TPJ-VM,SNDI-YD,UP,NULL,11:05,14:05,3:00
TPJ-VM,MTUR-YD,UP,NULL,11:10,14:10,3:00
TPJ-VM,ICG-YD,UP,NULL,11:20,14:20,3:00
TPJ-VM,TLNR-YD,UP,NULL,11:30,14:30,3:00
TPJ-VM,VRI-YD,UP,NULL,11:35,14:35,3:00
TPJ-VM,PVN-YD,UP,NULL,11:40,14:40,3:00
TPJ-VM,ULU-YD,UP,NULL,11:45,14:45,3:00
TPJ-VM,PRKL-YD,UP,NULL,11:50,14:50,3:00
TPJ-VM,TVNL-YD,UP,NULL,11:55,14:55,3:00
TPJ-VM,KDMD-YD,UP,NULL,12:00,15:00,3:00
TPJ-VM,VM-YD,UP,NULL,13:00,16:00,3:00
TJ-KIK,TJ-SMM,Single,NULL,2:10,5:10,3:00
TJ-KIK,SMM-NMJ,Single,NULL,2:10,5:10,3:00
TJ-KIK,NMJ-KDE,Single,NULL,1:10,4:10,3:00
TJ-KIK,KDE-KU,Single,NULL,1:10,4:10,3:00
TJ-KIK,KU-TVR,Single,NULL,1:10,4:10,3:00
TJ-KIK,TVR-KVL,Single,NULL,23:30,2:30,3:00
TJ-KIK,KVL-NGT,Single,NULL,23:30,2:30,3:00
TJ-KIK,NGT-NCR,Single,NULL,23:30,2:30,3:00
TJ-KIK,NCR-KIK,Single,NULL,23:30,2:30,3:00
TJ-KIK,TJ-YD,Single,NULL,2:10,5:10,3:00
TJ-KIK,SMM-YD,Single,NULL,2:10,5:10,3:00
TJ-KIK,NMJ-YD,Single,NULL,1:10,4:10,3:00
TJ-KIK,KDE-YD,Single,NULL,1:10,4:10,3:00
TJ-KIK,KU-YD,Single,NULL,1:10,4:10,3:00
TJ-KIK,TVR-YD,Single,NULL,23:30,2:30,3:00
TJ-KIK,KVL-YD,Single,NULL,23:30,2:30,3:00
TJ-KIK,NGT-YD,Single,NULL,23:30,2:30,3:00
TJ-KIK,NCR-YD,Single,NULL,23:30,2:30,3:00
TJ-KIK,KIK-YD,Single,NULL,23:30,2:30,3:00
MV-TVR,MV-PEM,Single,NULL,10:45,13:45,3:00
MV-TVR,PEM-NNM,Single,NULL,10:45,13:45,3:00
MV-TVR,NNM-TVR,Single,NULL,10:45,13:45,3:00
MV-TVR,MV-YD,Single,NULL,10:45,13:45,3:00
MV-TVR,PEM-YD,Single,NULL,10:45,13:45,3:00
MV-TVR,POM-YD,Single,NULL,10:45,13:45,3:00
MV-TVR,NNM-YD,Single,NULL,10:45,13:45,3:00
MV-TVR,TVR-YD,Single,NULL,10:45,13:45,3:00
KPD-VM,KPD-VLR,Single,NULL,23:00,2:00,3:00
KPD-VM,VLR-KNB,Single,NULL,22:50,1:50,3:00
KPD-VM,KNB-KMM,Single,NULL,22:40,1:40,3:00
KPD-VM,KMM-AVR,Single,NULL,22:20,1:20,3:00
KPD-VM,ARV-PRL,Single,NULL,22:20,1:20,3:00
KPD-VM,PRL-AGM,Single,NULL,22:10,1:10,3:00
KPD-VM,AGM-TJM,Single,NULL,22:05,1:05,3:00
KPD-VM,TJM-TNM,Single,NULL,21:55,0:55,3:00
KPD-VM,TNM-TNI,Single,NULL,21:40,0:40,3:00
KPD-VM,TNI-TRK,Single,NULL,21:30,0:30,3:00
KPD-VM,TRK-MMP,Single,NULL,21:20,0:20,3:00
KPD-VM,MMP-VKM,Single,NULL,21:15,0:15,3:00
KPD-VM,VKM-VM,Single,NULL,21:00,0:00,3:00
KPD-VM,KPD-YD,Single,NULL,23:00,2:00,3:00
KPD-VM,VLR-YD,Single,NULL,22:50,1:50,3:00
KPD-VM,KNB-YD,Single,NULL,22:40,1:40,3:00
KPD-VM,KMM-YD,Single,NULL,22:20,1:20,3:00
KPD-VM,ARV-YD,Single,NULL,22:10,1:10,3:00
KPD-VM,PRL-YD,Single,NULL,22:05,1:05,3:00
KPD-VM,AGM-YD,Single,NULL,21:55,0:55,3:00
KPD-VM,TJM-YD,Single,NULL,21:40,0:40,3:00
KPD-VM,TNM-YD,Single,NULL,21:30,0:30,3:00
KPD-VM,TNI-YD,Single,NULL,21:20,0:20,3:00
KPD-VM,TRK-YD,Single,NULL,21:15,0:15,3:00
KPD-VM,MMP-YD,Single,NULL,21:00,0:00,3:00
KPD-VM,VKM-YD,Single,NULL,21:00,0:00,3:00
KPD-VM,VM-YD,Single,NULL,21:00,0:00,3:00
CUP J-VRI,CUP J-KJKPD,Single,NULL,11:15,14:15,3:00
CUP J-VRI,KJPD-VLU,Single,NULL,11:15,14:15,3:00
CUP J-VRI,VLU-NVL,Single,NULL,11:15,14:15,3:00
CUP J-VRI,NVL-UMG,Single,NULL,11:15,14:15,3:00
CUP J-VRI,UMG-VRI,Single,NULL,11:15,14:15,3:00
CUP J-VRI,CUP J-YD,Single,NULL,11:15,14:15,3:00
CUP J-VRI,KJKPD-YD,Single,NULL,11:15,14:15,3:00
CUP J-VRI,VLU-YD,Single,NULL,11:15,14:15,3:00
CUP J-VRI,NVL-YD,Single,NULL,11:15,14:15,3:00
CUP J-VRI,UMG-YD,Single,NULL,11:15,14:15,3:00
CUP J-VRI,VRI-YD,Single,NULL,11:15,14:15,3:00
VM-PDY,VM-CBU,Single,NULL,0:00,3:00,3:00
VM-PDY,CBU-PDY,Single,NULL,0:00,3:00,3:00
VM-PDY,CBU-YD,Single,NULL,0:00,3:00,3:00
VM-PDY,PDY-YD,Single,NULL,0:00,3:00,3:00
TPJ-TP,TPJ-TP,Single,NULL,23:25,2:25,3:00
TPJ-TP,TPJ-YD,Single,NULL,23:25,2:25,3:00
TPJ-TP,TP-YD,Single,NULL,23:25,2:25,3:00
NGT-VLNK,NGT-VLNK,Single,NULL,13:00,16:00,3:00
NGT-VLNK,NGT-YD,Single,NULL,13:00,16:00,3:00
NGT-VLNK,VLNK-YD,Single,NULL,13:00,16:00,3:00
TVR-KKDI,TVR-TNK,Single,NULL,10:15,13:15,3:00
TVR-KKDI,TNK- TTP,Single,NULL,10:15,13:15,3:00
TVR-KKDI,TTP-AMM,Single,NULL,10:15,13:15,3:00
TVR-KKDI,AMM-PKT,Single,NULL,10:15,13:15,3:00
TVR-KKDI,PKT-PVI,Single,NULL,9:30,12:30,3:00
TVR-KKDI,PVI-AYI,Single,NULL,9:30,12:30,3:00
TVR-KKDI,AYI-ATQ,Single,NULL,9:30,12:30,3:00
TVR-KKDI,ATQ-PYK,Single,NULL,9:30,12:30,3:00
TVR-KKDI,PYK-KKDI,Single,NULL,9:30,12:30,3:00
TVR-KKDI,TVR-YD,Single,NULL,10:15,13:15,3:00
TVR-KKDI,TNK-YD,Single,NULL,10:15,13:15,3:00
TVR-KKDI,TTP-YD,Single,NULL,10:15,13:15,3:00
TVR-KKDI,TAM-YD,Single,NULL,10:15,13:15,3:00
TVR-KKDI,AMM-YD,Single,NULL,10:15,13:15,3:00
TVR-KKDI,PKT-YD,Single,NULL,9:30,12:30,3:00
TVR-KKDI,PVI-YD,Single,NULL,9:30,12:30,3:00
TVR-KKDI,AYI-YD,Single,NULL,9:30,12:30,3:00
TVR-KKDI,ATQ-YD,Single,NULL,9:30,12:30,3:00
TVR-KKDI,PYK-YD,Single,NULL,9:30,12:30,3:00
TVR-KKDI,KKDI-YD,Single,NULL,9:30,12:30,3:00
TTP-AGX,TTP-AGX,Single,NULL,10:00,13:00,3:00
TTP-AGX,TTP-YD,Single,NULL,10:00,13:00,3:00
TTP-AGX,AGX-YD,Single,NULL,10:00,13:00,3:00
NMJ-MQ,NMJ-MQ,Single,NULL,8:55,11:55,3:00
NMJ-MQ,NMJ-YD,Single,NULL,8:55,11:55,3:00
NMJ-MQ,MQ-YD,Single,NULL,8:55,11:55,3:00
VM-MV,VM-SXR,Single,NULL,10:55,13:55,3:00
VM-MV,SXR-TUY,Single,NULL,10:55,13:55,3:00
VM-MV,TUY-PRT,Single,NULL,10:55,13:55,3:00
VM-MV,PRT-MBU,Single,NULL,10:55,13:55,3:00
VM-MV,MBU-NPM,Single,NULL,10:55,13:55,3:00
VM-MV,NPM-TDPR,Single,NULL,10:55,13:55,3:00
VM-MV,TDPR-CUPJ,Single,NULL,10:55,13:55,3:00
VM-MV,CUPJ-ALP,Single,NULL,8:55,11:35,2:40
VM-MV,ALP-PUC,Single,NULL,8:45,11:45,3:00
VM-MV,PUC-KII,Single,NULL,8:45,11:45,3:00
VM-MV,KII-CDM,Single,NULL,8:45,11:45,3:00
VM-MV,CDM-CLN,Single,NULL,9:20,12:10,2:50
VM-MV,CLN-SY,Single,NULL,9:20,12:10,2:50
VM-MV,SY-VDL,Single,NULL,9:20,12:10,2:50
VM-MV,VDL-ANP,Single,NULL,9:20,12:10,2:50
VM-MV,ANP-MV,Single,NULL,9:20,12:10,2:50
VM-MV,VM-YD,Single,NULL,8:55,11:55,3:00
VM-MV,SXR-YD,Single,NULL,8:55,11:55,3:00
VM-MV,TUY-YD,Single,NULL,8:55,11:55,3:00
VM-MV,PRT-YD,Single,NULL,8:55,11:55,3:00
VM-MV,MBU-YD,Single,NULL,8:55,11:55,3:00
VM-MV,NPM-YD,Single,NULL,8:55,11:55,3:00
VM-MV,TDPR-YD,Single,NULL,8:55,11:55,3:00
VM-MV,CUPJ-YD,Single,NULL,8:55,11:55,3:00
VM-MV,ALP-YD,Single,NULL,8:55,11:35,2:40
VM-MV,PUC-YD,Single,NULL,8:45,11:45,3:00
VM-MV,KII-YD,Single,NULL,8:45,11:45,3:00
VM-MV,CDM-YD,Single,NULL,8:45,11:45,3:00
VM-MV,CLN-YD,Single,NULL,9:20,12:10,2:50
VM-MV,SY-YD,Single,NULL,9:20,12:10,2:50
VM-MV,VDL-YD,Single,NULL,9:20,12:10,2:50
VM-MV,ANP-YD,Single,NULL,9:20,12:10,2:50
VM-MV,MV-YD,Single,NULL,9:20,12:10,2:50
TPJ-MV,TPJ-GOC,DN,NULL,9:55,12:55,3:00
TPJ-MV,GOC-TRB,DN,NULL,9:55,12:55,3:00
TPJ-MV,TRB-SGM,DN,NULL,9:55,12:55,3:00
TPJ-MV,SGM-BAL,DN,NULL,9:55,12:55,3:00
TPJ-MV,BAL-ALK,DN,NULL,9:55,12:55,3:00
TPJ-MV,ALK-TJ,DN,NULL,9:55,12:55,3:00
TPJ-MV,TPJ-GOC,UP,NULL,23:25,2:25,3:00
TPJ-MV,GOC-TRB,UP,NULL,23:25,2:25,3:00
TPJ-MV,TRB-SGM,UP,NULL,23:25,2:25,3:00
TPJ-MV,SGM-BAL,UP,NULL,23:25,2:25,3:00
TPJ-MV,BAL-ALK,UP,NULL,23:25,2:25,3:00
TPJ-MV,ALK-TJ,UP,NULL,23:25,2:25,3:00
TPJ-MV,TJ-TT,Single,NULL,9:00,11:55,2:55
TPJ-MV,TT-PDV,Single,NULL,8:45,11:45,3:00
TPJ-MV,PDV-SPL,Single,NULL,8:45,11:45,3:00
TPJ-MV,SPL-KMU,Single,NULL,8:45,11:45,3:00
TPJ-MV,KMU-ADT,Single,NULL,8:50,11:50,3:00
TPJ-MV,ADT-KTM,Single,NULL,8:50,11:50,3:00
TPJ-MV,KTM-MV,Single,NULL,9:10,12:10,3:00
TPJ-MV,TPJ-YD,DN,NULL,9:55,12:55,3:00
TPJ-MV,GOC-YD,DN,NULL,9:55,12:55,3:00
TPJ-MV,TRB-YD,DN,NULL,9:55,12:55,3:00
TPJ-MV,SGM-YD,DN,NULL,9:55,12:55,3:00
TPJ-MV,BAL-YD,DN,NULL,9:55,12:55,3:00
TPJ-MV,ALK-YD,DN,NULL,9:55,12:55,3:00
TPJ-MV,TPJ-YD,UP,NULL,23:25,2:25,3:00
TPJ-MV,GOC-YD,UP,NULL,23:25,2:25,3:00
TPJ-MV,TRB-YD,UP,NULL,23:25,2:25,3:00
TPJ-MV,SGM-YD,UP,NULL,23:25,2:25,3:00
TPJ-MV,BAL-YD,UP,NULL,23:25,2:25,3:00
TPJ-MV,ALK-YD,UP,NULL,23:25,2:25,3:00
TPJ-MV,TJ-YD,Single,NULL,9:00,11:55,2:55
TPJ-MV,TT-YD,Single,NULL,8:45,11:45,3:00
TPJ-MV,PDV-YD,Single,NULL,8:45,11:45,3:00
TPJ-MV,SPL-YD,Single,NULL,8:45,11:45,3:00
TPJ-MV,KMU-YD,Single,NULL,8:50,11:50,3:00
TPJ-MV,ADT-YD,Single,NULL,8:50,11:50,3:00
TPJ-MV,KTM-YD,Single,NULL,8:50,11:50,3:00
TPJ-MV,MV-YD,Single,NULL,9:10,12:10,3:00
SRR-CHTS,SRRB-VTK,UP,NULL,18:30,21:30,3:00
SRR-CHTS,VTK-WKI,UP,NULL,18:30,21:30,3:00
SRR-CHTS,WKI-MGK,UP,NULL,18:30,21:30,3:00
SRR-CHTS,MGK-PNQ,UP,NULL,18:30,21:30,3:00
SRR-CHTS,PNQ-TCR,UP,NULL,18:30,21:30,3:00
SRR-CHTS,TCR-OLR,UP,NULL,18:30,21:30,3:00
SRR-CHTS,OLR-PUK,UP,NULL,18:30,21:30,3:00
SRR-CHTS,PUK-IJK,UP,NULL,18:30,21:30,3:00
SRR-CHTS,IJK-CKI,UP,NULL,18:30,21:30,3:00
SRR-CHTS,CKI-KUC,UP,NULL,18:30,21:30,3:00
SRR-CHTS,KUC-AFK,UP,NULL,18:30,21:30,3:00
SRR-CHTS,AFK-AWY,UP,NULL,18:30,21:30,3:00
SRR-CHTS,AWY-KLMR,UP,NULL,18:30,21:30,3:00
SRR-CHTS,KLMR-IPL,UP,NULL,18:30,21:30,3:00
SRR-CHTS,IPL-VPDM,Single ,NULL,18:30,21:30,3:00
SRR-CHTS,IPL-ERN,UP,NULL,18:30,21:30,3:00
SRR-CHTS,ERN-ERS,UP,NULL,18:30,21:30,3:00
SRR-CHTS,ERS-CHTS,Single ,NULL,18:30,21:30,3:00
SRR-CHTS,ERN-ERSC,UP,NULL,18:30,21:30,3:00
SRR-CHTS,ERSC-ERSD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,ERSD-IPN,Single ,NULL,18:30,21:30,3:00
SRR-CHTS,ERSC-ERM,Single ,NULL,18:30,21:30,3:00
SRR-CHTS,ERM-ERSD,Single ,NULL,18:30,21:30,3:00
SRR-CHTS,SRRB-VTK,DN,NULL,18:30,21:30,3:00
SRR-CHTS,VTK-WKI,DN,NULL,18:30,21:30,3:00
SRR-CHTS,WKI-MGK,DN,NULL,18:30,21:30,3:00
SRR-CHTS,MGK-PNQ,DN,NULL,18:30,21:30,3:00
SRR-CHTS,PNQ-TCR,DN,NULL,18:30,21:30,3:00
SRR-CHTS,TCR-OLR,DN,NULL,18:30,21:30,3:00
SRR-CHTS,OLR-PUK,DN,NULL,18:30,21:30,3:00
SRR-CHTS,PUK-IJK,DN,NULL,18:30,21:30,3:00
SRR-CHTS,IJK-CKI,DN,NULL,18:30,21:30,3:00
SRR-CHTS,CKI-KUC,DN,NULL,18:30,21:30,3:00
SRR-CHTS,KUC-AFK,DN,NULL,18:30,21:30,3:00
SRR-CHTS,AFK-AWY,DN,NULL,18:30,21:30,3:00
SRR-CHTS,AWY-KLMR,DN,NULL,18:30,21:30,3:00
SRR-CHTS,KLMR-IPL,DN,NULL,18:30,21:30,3:00
SRR-CHTS,IPL-ERN,DN,NULL,18:30,21:30,3:00
SRR-CHTS,ERN-ERS,DN,NULL,18:30,21:30,3:00
SRR-CHTS,ERN-ERSC,DN,NULL,18:30,21:30,3:00
SRR-CHTS,ERSC-ERSD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,VTK-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,WKI-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,MGK-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,PNQ-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,TCR-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,OLR-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,PUK-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,IJK-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,CKI-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,KUC-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,AFK-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,AWY-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,KLMR-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,VPDM-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,ERN-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,ERS-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,CHTS-YD,UP,NULL,18:30,21:30,3:00
SRR-CHTS,IPL-YD,Single ,NULL,18:30,21:30,3:00
SRR-CHTS,VTK-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,WKI-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,MGK-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,PNQ-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,TCR-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,OLR-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,PUK-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,IJK-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,CKI-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,KUC-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,AFK-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,AWY-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,KLMR-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,VPDM-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,ERN-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,ERS-YD,DN,NULL,18:30,21:30,3:00
SRR-CHTS,CHTS-YD,DN,NULL,18:30,21:30,3:00
TCR-GUV,TCR-PNQ,DN,NULL,0:00,4:00,4:00
TCR-GUV,TCR-PNQ,Single,NULL,0:00,4:00,4:00
TCR-GUV,PNQ-GUV,UP,NULL,0:00,4:00,4:00
ERS-KTYM-KYJ,ERS-TRTR,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,TRTR-MNTT,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,TRTR-IPN,Single,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,MNTT-PVRD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,PVRD-VARD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,VARD-KRPP,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,KRPP-ETM,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,ETM-KTYM,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,KTYM-CGV,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,CGV-CGY,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,CGY-TRVL,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,TRVL-CNGR,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,CNGR-MVLK,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,MVLK-KYJ,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,ERS-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,TRTR-YD,Single,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,MNTT-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,PVRD-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,VARD-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,KRPP-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,ETM-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,KYTM-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,CGV-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,CGY-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,TVRL-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,CNGR-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,MVLK-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,KYJ-YD,UP,NULL,23:30,2:30,3:00
ERS-KTYM-KYJ,ERS-TRTR,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,TRTR-MNTT,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,MNTT-PVRD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,PVRD-VARD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,VARD-KRPP,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,KRPP-ETM,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,ETM-KTYM,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,KTYM-CGV,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,CGV-CGY,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,CGY-TRVL,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,TRVL-CNGR,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,CNGR-MVLK,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,MVLK-KYJ,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,ERS-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,MNTT-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,PVRD-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,VARD-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,KRPP-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,ETM-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,KYTM-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,CGV-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,CGY-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,TVRL-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,CNGR-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,MVLK-YD,DN,NULL,20:30,23:40,3:10
ERS-KTYM-KYJ,KYJ-YD,DN,NULL,20:30,23:40,3:10
KYJ-QLN,KYJ-OCR,DN,NULL,23:35,2:35,3:00
KYJ-QLN,OCR-KPY,DN,NULL,23:35,2:35,3:00
KYJ-QLN,KPY-STKT,DN,NULL,23:35,2:35,3:00
KYJ-QLN,STKT-PRND,DN,NULL,23:35,2:35,3:00
KYJ-QLN,PRND-QLN,DN,NULL,23:35,2:35,3:00
KYJ-QLN,KYJ-YD,DN,NULL,23:35,2:35,3:00
KYJ-QLN,OCR-YD,DN,NULL,23:35,2:35,3:00
KYJ-QLN,KPY-YD,DN,NULL,23:35,2:35,3:00
KYJ-QLN,STKT-YD,DN,NULL,23:35,2:35,3:00
KYJ-QLN,PRND-YD,DN,NULL,23:35,2:35,3:00
KYJ-QLN,OLN-YD,DN,NULL,23:35,2:35,3:00
KYJ-QLN,KYJ-OCR,UP,NULL,22:25,1:45,3:20
